Gene,Ara_plusAnc,Ara_plus1Ev,Ara_minusAnc,Ara_minus1Ev,Ara_minusspoTAnc,Ara_minusAnc
b4206,-3.90647984,-4.070509455,-3.900677942,-3.789085606,-3.676045009,-3.68400875
yhdN,-4.433729166,-4.719233014,-4.5252285,-4.420309818,-4.241686352,-4.279458454
yiaB,-5.182776191,-5.835789257,-5.293286955,-5.071958522,-4.586142475,-4.678499293
yiiQ,-3.861981227,-4.245902402,-4.042274691,-3.842937265,-3.676597247,-3.717856779
ytfM,-3.461470598,-3.600376736,-3.529985736,-3.259105037,-3.292074294,-3.292671239
ygjP,-4.023805168,-4.158118616,-4.195330429,-4.001081728,-4.0576992,-3.928004259
yheS,-3.481707555,-3.616673358,-3.701841286,-3.473081165,-3.589629317,-3.53521782
yibQ,-3.577660966,-3.75621063,-3.818784758,-3.62172236,-3.630013706,-3.636332885
yjaH,-2.911463966,-3.439449101,-3.387067277,-3.097894593,-3.114956735,-3.110665733
yjgR,-2.606212743,-3.022443544,-3.266397235,-2.736087,-2.89586079,-2.69992994
b1592,-4.116462308,-4.321975267,-4.25245535,-4.136651214,-4.120992437,-4.05108995
yqjD,-4.353075654,-4.5352775,-4.40406945,-4.258961382,-4.230354509,-4.174942697
yhfS,-3.843923415,-4.101808768,-3.942816766,-3.816987398,-3.753030112,-3.689089061
yicO,-3.289948581,-3.46288329,-3.406438844,-3.288537263,-3.247083357,-3.250010388
yjbG,-3.957850284,-4.168353919,-3.991948529,-3.995543761,-3.827425185,-3.857413395
yjhD,-3.716298038,-3.865713575,-3.848053359,-3.673819689,-3.75168797,-3.687375653
metG,-3.438465525,-3.649085291,-3.509712733,-3.454578162,-3.541568152,-3.536917889
yhaP,-3.649992368,-3.977184141,-3.739453333,-3.659275681,-3.594379703,-3.567154126
yrfC,-4.194889248,-4.495660027,-4.257291239,-4.224981484,-4.089386017,-4.060067906
yidS,-3.67507917,-3.856173733,-3.746032388,-3.65714332,-3.520828505,-3.547226013
yjbN,-2.972696683,-3.824964303,-3.114164783,-3.175928299,-3.072438468,-3.13166787
yjhO,-3.373120293,-3.496504238,-3.470522515,-3.262508766,-3.303576406,-3.287681114
b2304,-3.229587904,-3.699526981,-3.197652866,-2.95362759,-3.108189019,-3.053792184
yhaF,-3.605294307,-3.7495487,-3.672687523,-3.490142187,-3.545907008,-3.539791485
yhgH,-4.171433409,-4.564357674,-4.284931359,-4.099644007,-3.897825236,-3.889489161
yieI,-4.026566688,-4.200658376,-4.163231907,-3.969930391,-3.883161651,-3.948642643
yjcE,-3.389361412,-3.571387356,-3.444885515,-3.278370629,-3.267760973,-3.271137194
ychH,-3.727869033,-3.797771584,-3.74229572,-3.746629911,-3.709846915,-3.696610044
b1455,-4.048659353,-4.091520888,-4.093530133,-3.972012181,-4.108053384,-4.112403184
b1641,-3.56936274,-3.647873238,-3.688041029,-3.713359662,-3.593083262,-3.60133761
b1810,-4.072434275,-4.232703735,-4.250988849,-4.366026104,-3.974933247,-4.123082891
b2103,-3.581630895,-3.741847982,-3.651753759,-3.512850048,-3.527970377,-3.523351823
b2376,-4.180449173,-4.232902591,-4.222241947,-4.044038077,-4.176417268,-4.200656268
b2638,-4.264553961,-4.336336443,-4.339920988,-4.207245563,-4.360215801,-4.376402066
visC,-4.05049818,-4.172216601,-4.079655434,-4.009670333,-3.953527805,-3.942064557
b1341,-3.525564513,-3.695358455,-3.538469011,-3.4089559,-3.484762031,-3.438309779
b1540,-3.474793488,-3.631975835,-3.544160611,-3.369850114,-3.507595632,-3.495257245
b1706,-3.243502838,-3.387251562,-3.298020036,-3.099015937,-3.232441587,-3.210835109
yecG,-4.497755166,-4.634962771,-4.646384418,-4.509917366,-4.436047269,-4.479983169
b2120,-3.752980627,-3.849942166,-3.801198293,-3.660765743,-3.730126638,-3.7345682
b2391,-3.997007603,-4.301034678,-3.980012273,-3.830327795,-3.896497234,-3.948107708
b2649,-3.868088157,-3.976965315,-3.91685975,-3.735139731,-3.901321205,-3.879314489
yggG,-3.651180743,-3.830090021,-3.706808627,-3.485071432,-3.563108709,-3.531183058
b1356,-3.714070699,-3.829890038,-3.717682456,-3.622813627,-3.753883648,-3.730951274
b1551,-3.582947663,-3.753936737,-3.61263855,-3.471315804,-3.631823781,-3.619782574
b1727,-3.708166278,-3.81067837,-3.734428521,-3.542763586,-3.656259939,-3.647751295
b1917,-4.052814751,-4.163627213,-4.093421922,-3.919847272,-4.047129919,-4.048887279
yehY,-3.286581838,-3.531349278,-3.18528091,-3.109960364,-3.316226964,-3.309890282
b2431,-3.626729573,-3.793742932,-3.591489696,-3.463818634,-3.539707799,-3.49814171
b2659,-3.676015723,-3.827866366,-3.750663862,-3.449029886,-3.478150912,-3.475444894
b2951,-4.108609219,-4.385183133,-4.226979836,-3.980379412,-4.039544412,-4.032515701
b1367,-4.288207322,-4.308672977,-4.092752454,-4.131687952,-4.275244131,-4.27721703
rem,-3.590559431,-3.644568218,-3.64720984,-3.446581605,-3.629368927,-3.627563205
b1744,-3.684034012,-3.742660855,-3.711684191,-3.517295102,-3.590657747,-3.579046303
b1933,-4.955218981,-4.953127371,-5.344139007,-4.858234071,-5.080166847,-5.061869036
yeiK,-3.555068576,-3.541187347,-3.52157057,-3.297684207,-3.456978832,-3.468020382
b2445,-4.109017419,-4.034553404,-4.146792145,-3.945985842,-4.154076024,-4.166860928
b2673,-4.048356261,-3.874841198,-4.042977305,-3.736741607,-3.745310822,-3.704055708
b2971,-4.625854589,-4.694482374,-4.635536609,-4.552578483,-4.341467669,-4.429007348
b1387,-5.135256988,-4.847095136,-5.031182432,-4.686798304,-4.65583672,-4.504087484
ydfC,-3.813510874,-3.77308861,-3.861189506,-3.656033984,-3.8363901,-3.838483822
b1755,-3.52341113,-3.511242705,-3.555080399,-3.361203036,-3.485880223,-3.498966646
b1957,-2.573985343,-2.434482663,-2.792572754,-2.253231094,-2.457439763,-2.566870792
yejG,-4.110951638,-4.07939721,-4.147347959,-4.005245567,-4.080070517,-4.144900166
cchA,-3.890842925,-3.875240194,-3.892865753,-3.719663137,-3.844842965,-3.841446794
ygaD,-3.933406809,-3.720603898,-3.97969079,-3.787981258,-3.796292452,-3.82600369
b2998,-4.953368412,-5.177499103,-4.949037945,-4.622674865,-4.416545336,-4.467532371
b1400,-3.953281673,-4.011692943,-4.020419659,-3.886676327,-3.984233874,-4.005174593
b1589,-3.563026969,-3.610884945,-3.633232091,-3.405711565,-3.496665868,-3.545761352
b1777,-4.090549463,-4.177023371,-4.255160022,-4.13270074,-4.115254216,-4.170939303
b1967,-3.846883896,-3.893055245,-3.921601474,-3.782501165,-3.847466709,-3.866271779
yeeA,-3.64062609,-3.758841487,-3.769149399,-3.64354915,-3.568748765,-3.585668317
b2275,-4.051834854,-4.156354769,-4.159450096,-3.971471889,-4.081154878,-4.056146289
b2562,-3.675845428,-4.136605012,-3.84814464,-4.243915707,-3.567464665,-3.590819165
b2809,-4.217088649,-4.523824421,-4.378719869,-4.461578038,-4.259387902,-4.293226648
atoB,-3.762620598,-3.799825869,-3.857122041,-3.738404041,-3.307146273,-3.77456581
b2473,-3.829003561,-3.913165619,-3.888112026,-3.708021156,-3.686535746,-3.691842357
b2748,-4.131861603,-4.148723568,-4.18599706,-4.033288224,-4.017717382,-4.017309233
b3013,-3.507013421,-3.564536309,-3.560270641,-3.34986746,-3.315119433,-3.261310379
b1419,-4.703136596,-4.908936375,-4.813384711,-5.004996988,-4.545012751,-4.474991565
b1604,-3.220574743,-3.348786026,-3.364523713,-3.158108101,-3.31754706,-3.318943013
b1787,-3.771441713,-3.86029006,-3.847775351,-3.626432044,-3.733854977,-3.727815385
b1978,-3.924097348,-4.033710703,-4.032174421,-3.763469219,-3.878505494,-3.870451451
yfaE,-4.482920419,-5.301625776,-4.516136023,-4.495516146,-4.365723353,-4.50711075
b2510,-4.039523316,-4.202249585,-4.139403275,-3.991817357,-3.901422503,-3.979089656
ygcB,-4.94262005,-5.212843684,-5.088245815,-4.981801777,-4.463396167,-4.573547691
b3027,-3.442475429,-3.55656788,-3.281617107,-3.422159683,-3.356181218,-3.402182644
b1434,-3.65513663,-4.063677351,-3.69700814,-3.505570911,-3.491002898,-3.489428942
b1628,-3.855516774,-3.946744785,-3.978356325,-3.798779281,-3.899035981,-3.895353025
b1795,-3.943584534,-4.041004026,-3.990270492,-3.75074405,-3.854308931,-3.827467953
yi22_,-3.543533417,-3.458996688,-3.618489213,-3.178761275,-3.290760009,-3.29433739
b2257,-3.652607285,-3.676452487,-3.704312825,-3.507633258,-3.523440895,-3.53421009
b2531,-3.758238781,-3.935340988,-3.960417197,-3.683334067,-3.75232806,-3.787300104
b2790,-2.725989047,-2.90313724,-2.910134338,-2.642111288,-2.945057865,-2.998067366
b3042,-3.92101721,-4.031404724,-4.207515532,-3.855497888,-3.758553911,-3.761629658
ychK,-3.35392577,-3.537515308,-3.464008266,-3.36493915,-3.385594964,-3.3811016
b1470,-3.431311675,-3.612039934,-3.585146163,-3.418409997,-3.384343653,-3.422127588
b1651,-3.572628544,-4.064051322,-3.855676901,-3.765181493,-3.560085477,-3.549621929
b1824,-3.923991229,-4.73776857,-4.46267549,-4.498219023,-4.286352414,-4.218275947
yefE,-3.713762568,-3.788600619,-3.788037917,-3.600939656,-3.790376984,-3.796057502
dedA,-3.679336641,-3.894647824,-3.739504528,-3.623672274,-3.581219551,-3.618314234
b2595,-3.475101828,-3.941567182,-3.815140489,-3.806256514,-3.581612819,-3.594072041
b2848,-4.336931018,-4.459762126,-4.443643506,-4.304876552,-4.465129263,-4.452076389
yciE,-3.681223598,-4.112633534,-3.697506195,-3.844289261,-3.683977398,-3.806909956
yddC,-4.110305819,-4.526776818,-4.218834484,-4.386417461,-4.054644981,-4.207826552
b1669,-3.744251715,-3.86389199,-3.831200448,-3.706434469,-3.714765087,-3.725567944
b1837,-4.177821956,-4.58211539,-4.41267826,-4.317619918,-4.271411903,-4.218023257
b2063,-3.303976467,-3.576456455,-3.344799642,-3.336795343,-3.313917164,-3.39149216
b2345,-3.664185833,-3.819408422,-3.722101792,-3.626244603,-3.648755315,-3.695567129
yfjD,-3.692426825,-4.080222142,-3.613706143,-3.790091418,-3.657843447,-3.713763437
b2858,-4.947941679,-5.096177513,-5.13698669,-5.018349388,-5.094502366,-5.098434509
yciH,-3.737066907,-4.02882872,-3.795885199,-3.899942186,-3.793885154,-3.789184535
ydeK,-4.588603007,-4.810704856,-4.644999786,-4.588253466,-4.54531481,-4.558984978
b1679,-3.710582601,-3.946417882,-3.798940584,-3.712181021,-3.716966888,-3.70569628
yebG,-3.800647931,-4.164823583,-3.906614804,-3.935273166,-3.937502305,-3.887235118
b2083,-4.585764787,-5.54106383,-4.750782659,-4.939779082,-4.288319828,-4.647551174
b2359,-3.754608788,-4.170580314,-3.777635527,-3.819207696,-3.633521615,-3.593978137
b2628,-3.402619158,-3.508582132,-3.458798698,-3.338464596,-3.387861572,-3.382209483
b2877,-3.803406213,-4.313863944,-3.636819802,-4.009173064,-3.830396845,-3.863073482
b1319,-3.502133429,-3.692068382,-3.532313967,-3.426195194,-3.464437473,-3.459257712
b1523,-4.32186884,-4.472984883,-4.360306203,-4.321974223,-4.220551841,-4.246044502
b1688,-3.459154954,-3.652955813,-3.520436043,-3.403889797,-3.444445232,-3.415322643
yecD,-3.890497603,-4.212285133,-3.90467992,-3.98921249,-3.885879275,-3.899190592
b3070,-3.355870776,-3.471031609,-3.397781783,-3.510946912,-3.392180142,-3.383509968
yheA,-4.389000373,-4.755112071,-4.642990847,-5.144701312,-4.470339066,-4.437287371
yibJ,-3.897089756,-3.901815983,-3.984334008,-3.8220993,-3.513390293,-3.596887191
yijP,-3.338155659,-3.472564666,-3.409275686,-3.406759413,-3.341190373,-3.365078593
yjiI,-3.64206214,-3.765033565,-3.751651734,-3.6206755,-3.572987457,-3.565757219
b1806,-4.377929909,-4.680561193,-4.555147551,-4.648422482,-4.272033728,-4.307833379
yhbQ,-4.048936901,-4.418485202,-4.20087752,-4.120350768,-4.065319249,-4.055438343
yhhZ,-3.539068976,-3.697592106,-3.606881473,-3.421371067,-3.498351477,-3.509035356
b3777,-3.072679868,-3.646040467,-3.622569651,-3.483876592,-2.78095267,-2.75087174
phnA,-4.463002037,-4.637620797,-4.67612473,-4.492908567,-4.20966913,-4.226528949
yjiT,-3.361550545,-3.418387812,-3.48335405,-3.218756638,-3.355746858,-3.33767351
yjaD,-3.522555213,-3.789733934,-3.746801889,-3.453660412,-3.425381018,-3.381556828
yrbB,-4.394865321,-4.820758372,-4.708666937,-4.303336616,-4.182747446,-4.174964804
yhhQ,-3.530673189,-3.888504495,-4.018328522,-3.49833007,-3.202697832,-3.163734324
yigG,-4.278229769,-4.398080619,-4.752205673,-4.109145139,-4.087649944,-4.080982293
b4140,-4.180505078,-4.573116057,-4.737578273,-4.516718243,-4.002683283,-3.9281256
yjjU,-3.5474969,-3.618782723,-3.704767446,-3.413016267,-3.487974171,-3.466466261
yhbH,-4.032981988,-4.281921621,-4.355065346,-4.143028241,-4.204380881,-4.214302194
yhiK,-4.975655331,-4.772682862,-4.991037165,-4.636293605,-4.678492259,-4.77456292
yigP,-3.561007644,-3.755045901,-3.843697653,-3.549582278,-3.525068946,-3.534961097
yjeR,-4.062958036,-4.239428035,-4.34586691,-4.155091011,-3.994797608,-3.977457939
creA,-4.40648705,-4.319104531,-4.477617001,-4.220940222,-4.293757797,-4.293826812
yhcG,-3.85742253,-3.882992339,-3.954207253,-3.766775548,-3.851269266,-3.874693975
yhiF,-4.515276003,-4.675350104,-4.730428069,-4.646121065,-4.343864379,-4.426957059
yigC,-3.336106968,-3.406972677,-3.525136648,-3.390606728,-3.237471034,-3.265828229
yjfI,-4.442429296,-4.682338355,-4.794364918,-4.915343104,-4.252350037,-4.283155985
tldD,-3.625732881,-3.660179729,-3.740311487,-3.585572289,-3.52583801,-3.547297633
yhjJ,-3.601942102,-3.620953713,-3.755466048,-3.62687983,-3.439397375,-3.455268828
b3872,-4.39257149,-4.476540459,-4.614526214,-4.61745043,-4.103847824,-4.124550242
yjfS,-3.551710971,-3.52794268,-3.673717971,-3.489719011,-3.429690588,-3.441722205
yjgK,-3.523948397,-3.720006743,-3.778849076,-3.65540638,-3.634045426,-3.579318238
yidY,-3.422110959,-3.537306567,-3.576436057,-3.441487769,-3.442657791,-3.353082602
yhdV,-4.31596487,-4.213940761,-4.388166708,-4.141110208,-4.30162683,-4.313499605
yhjW,-3.707186531,-3.904561301,-3.799258319,-3.997530616,-3.678363255,-3.657679901
yiiG,-3.945189893,-4.022434546,-4.075462381,-3.976443978,-3.719477387,-3.751379627
b4209,-3.550968809,-3.430052259,-3.663349978,-3.571585259,-3.355341853,-3.294252093
yheD,-2.989524986,-2.872580712,-2.964247361,-2.716650702,-3.015598378,-3.02699485
b3570,-3.938728142,-3.957997551,-4.201742064,-3.94181315,-3.739202107,-3.780662133
yiiR,-3.860821676,-3.883468428,-4.007208255,-3.84394,-3.67209748,-3.700965584
ytfN,-3.596692601,-3.671597082,-3.740319687,-3.512330975,-3.457378463,-3.456213821
ygjQ,-3.465901007,-3.824744058,-3.803815572,-3.589777321,-3.411487989,-3.253370841
yheT,-3.868734109,-4.083169414,-4.146801235,-3.929016478,-3.834645208,-3.742086611
b3618,-3.778282894,-3.869480396,-3.896669257,-3.737265107,-3.841448695,-3.833822069
yjaI,-3.028666022,-3.531148762,-3.305300705,-3.253488566,-3.104650137,-2.981767625
b4272,-3.01556365,-3.684967942,-3.447715637,-3.43317981,-3.371831535,-3.170244798
caiE,-3.521423544,-4.581160288,-3.853327756,-3.666542583,-3.474157855,-3.308079164
yqjE,-3.314590001,-4.113500977,-3.778508407,-3.78421013,-3.581837334,-3.471456578
yhfT,-4.46452587,-4.817563813,-4.609806586,-4.684355287,-4.060523733,-3.985057982
yicP,-3.674947383,-3.816929703,-3.771188626,-3.689543404,-3.612893346,-3.587542099
yjbH,-3.482561587,-3.899657356,-3.654182699,-3.58649561,-3.253968084,-3.173428951
yjhE,-4.050113822,-4.143743015,-4.163431049,-3.991352361,-4.042002637,-3.991684008
trmA,-3.733660378,-4.959894068,-4.14738501,-4.495196405,-3.91730292,-3.871267575
yhaQ,-3.766202473,-4.362261806,-3.931663961,-4.021856901,-3.700844437,-3.767589549
yrfD,-3.717161242,-3.85836801,-3.728345097,-3.65597431,-3.580428349,-3.522949209
yidV,-3.664042266,-3.816151659,-3.724118148,-3.625585674,-3.479287672,-3.477964312
yjbO,-3.424815955,-4.439170753,-3.644004001,-4.077494728,-3.50365157,-3.490718726
yjhQ,-3.748968754,-3.951153234,-3.790111042,-3.824153817,-3.712020184,-3.680023805
yieL,-4.497684801,-4.748518409,-4.484294825,-4.511252512,-4.010876126,-4.082212167
yhaV,-3.450463489,-4.132691676,-3.452580253,-3.933305845,-3.616815889,-3.620796108
yhgI,-3.78960274,-4.797545895,-4.072445035,-4.629209524,-3.931465198,-3.911974591
yieJ,-4.020870893,-4.089247346,-4.119508344,-4.038397675,-3.831739054,-3.843808255
yjcF,-4.5119708,-4.775615311,-4.741411919,-4.739442604,-4.264458044,-4.345590766
ychM,-3.331320725,-3.448987262,-3.371135975,-3.40959982,-3.28256454,-3.275079477
rhsE,-4.325740376,-4.590532548,-4.371336659,-4.459603772,-4.08338912,-4.147932604
b1642,-3.645915776,-3.803146908,-3.750984061,-3.697172728,-3.694233057,-3.680116963
b1811,-4.212052301,-4.370646931,-4.312063206,-4.357841373,-4.13234338,-4.152462284
b2105,-4.397988922,-4.544616944,-4.576509395,-4.434881811,-4.4542187,-4.382598028
b2377,-2.817431739,-3.638553352,-3.165628245,-3.410853989,-2.872189785,-2.809522274
b2640,-4.276736752,-4.364448829,-4.4247798,-4.359334047,-4.334881973,-4.301188316
ygfB,-3.794003631,-3.983346781,-3.999865942,-3.815081993,-3.690505005,-3.698978712
b1342,-3.599468886,-3.801031893,-3.857994355,-3.615433847,-3.517447157,-3.514747663
b1541,-3.60230832,-3.705965572,-3.751976289,-3.536525556,-3.590589949,-3.565984842
b1707,-3.583354126,-3.717012355,-3.742039422,-3.557484559,-3.577361267,-3.572365512
b1899,-3.715738656,-3.853284922,-3.874168874,-3.633258225,-3.587912141,-3.593161935
yehP,-3.358903855,-3.495054964,-3.54176942,-3.241590518,-3.286553448,-3.269769386
b2392,-2.564774642,-2.815653643,-2.880717238,-2.954142888,-2.558762497,-2.512739643
b2650,-4.582108017,-4.648840765,-4.708933611,-4.48858229,-4.599880738,-4.640129259
yqgB,-4.786883248,-4.729718872,-5.055709003,-4.944680547,-4.682329618,-4.708822501
b1357,-4.009049981,-4.115908883,-4.134162646,-3.971127091,-4.019061767,-4.010317128
b1552,-3.873831121,-3.870099009,-3.941691311,-3.728813888,-3.846673808,-3.865493259
b1728,-3.760729116,-3.763467415,-3.842519232,-3.635229558,-3.729467801,-3.729198159
yecC,-3.72078834,-3.802970866,-3.887584452,-3.753775598,-3.615902258,-3.643870577
yohC,-3.436291398,-3.629428797,-3.633767024,-3.472152741,-3.498469621,-3.517796222
b2432,-3.422546053,-3.595124726,-3.561578481,-3.436110308,-3.251196026,-3.150277213
ygaF,-3.486174368,-3.506149969,-3.590372936,-3.372227605,-3.293797393,-3.300875922
b2953,-4.178113695,-4.32763317,-4.375688247,-4.19193805,-4.051861422,-4.039555007
b1369,-4.200011183,-4.801798045,-4.439495952,-4.544075944,-3.910788628,-4.078936041
relE,-3.632665956,-3.652367645,-3.706690303,-3.531605522,-3.667990893,-3.67127311
b1745,-3.167688636,-3.352648934,-3.367296755,-3.293306044,-3.163643272,-3.205542582
b1934,-4.452503135,-4.465771482,-4.492918133,-4.277532579,-4.471245623,-4.497950745
yeiN,-3.740980139,-3.74559222,-3.832734924,-3.611253238,-3.631254616,-3.642122898
b2446,-3.890952873,-3.900959003,-3.985843467,-3.774604839,-3.871349705,-3.884461272
b2674,-3.694681677,-3.826710902,-3.97440819,-3.823597456,-3.506348148,-3.513105923
b2973,-4.91410776,-5.33094796,-5.223520598,-5.229746503,-4.15948411,-4.269928592
b1388,-3.139993719,-3.188770823,-3.24680299,-3.117015961,-3.100055035,-3.096152193
ydfD,-3.46995621,-3.487660116,-3.600924045,-3.422595846,-3.499495047,-3.485212411
b1760,-3.347815564,-3.310289902,-3.484401779,-3.297915181,-3.286887738,-3.256227371
yedI,-3.449045973,-3.32717737,-3.54440237,-3.31358495,-3.405077992,-3.415968526
yejD,-3.66820657,-3.694123011,-3.798401116,-3.644813847,-3.629140542,-3.626791142
b2459,-3.160635229,-3.130591121,-3.335811439,-3.531221161,-3.381423607,-3.421764587
hycI,-3.752904213,-3.830066206,-3.841217844,-3.879629696,-3.524159366,-3.57630628
b2999,-4.186833482,-4.157059687,-4.204469372,-4.058241276,-4.038582529,-4.060946136
ydbA_,-4.634338993,-4.76489375,-4.651619524,-4.556668208,-4.666906614,-4.679476364
b1591,-3.689915743,-3.634265259,-3.769544452,-3.605178904,-3.654902224,-3.67705739
b1778,-3.984130787,-3.877573828,-4.174599524,-4.261986023,-3.925760177,-3.943220125
b1968,-4.238794502,-4.240849737,-4.312097177,-4.171847182,-3.96158731,-4.044305126
yeeD,-4.286122818,-4.58501831,-4.492218375,-4.503193834,-4.413267733,-4.243999315
b2286,-3.204548553,-3.411511718,-3.509497757,-3.301423285,-3.302965443,-3.239197222
yfiC,-3.78002063,-3.890677952,-4.039454818,-3.78468054,-3.714206891,-3.658061226
b2810,-3.421344302,-3.522664436,-3.587455223,-3.369830264,-3.39165003,-3.370825373
b2225,-3.867923803,-3.907741406,-3.946121887,-3.915558279,-3.820147342,-3.80652408
b2474,-3.283055808,-3.319576145,-3.368484034,-3.225260697,-3.201881315,-3.202598517
ygbF,-4.19177177,-4.127325726,-4.305020096,-4.219508025,-4.23167185,-4.228738671
b3014,-4.299916238,-4.286705461,-4.327120692,-4.161338665,-4.261969744,-4.295846147
b1420,-4.382853107,-4.367296425,-4.639709859,-4.775700121,-4.248087394,-4.211780055
b1606,-3.377887781,-3.245494557,-3.515603788,-3.305197849,-3.29300651,-3.273734724
b1788,-4.451920582,-4.43247295,-4.516508573,-4.404441598,-4.374564222,-4.399692752
b1979,-4.683433904,-4.751005388,-4.815199661,-4.608121626,-4.508207743,-4.573839033
yfaH,-4.917361297,-5.095522664,-5.046096628,-5.008772045,-4.570828137,-4.618675202
b2513,-3.670618087,-3.737671943,-3.892301273,-3.736651125,-3.630133242,-3.62458626
b2766,-3.600658086,-3.544592523,-3.687625002,-3.513707999,-3.409824262,-3.427333568
